artist,track,uri,sum_stream_time,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
HARBOUR,Radiate (Like You Do),spotify:track:5V4eGC0epHrq4yX0czhlpN,193666,0.611,0.905,9,-4.732,1,0.0648,0.00203,3.07e-05,0.128,0.536,108.96,193667,4
Pigeons Playing Ping Pong,Sir Real,spotify:track:1kN4XZHm8vlTiCF9sT8PDh,280465,0.646,0.863,2,-6.887,1,0.0316,0.0404,0.00171,0.228,0.634,121.02,280466,4
Bahamas,Your Sweet Touch,spotify:track:2GqXW5YaidT50nlp0yqV5R,2950,0.465,0.855,7,-4.529,1,0.0691,0.076,0.137,0.361,0.542,92.132,232800,4
Dua Lipa,Bad Together,spotify:track:0LwbO2KIQw1uR2FCqwaKAu,2066,0.703,0.628,5,-6.349,0,0.0284,0.0076,0.0,0.471,0.425,103.983,238827,4
Florence + The Machine,Choreomania,spotify:track:7xdHw4C522RbsxHL9KD9L6,295231,0.64,0.674,0,-7.605,1,0.0612,0.0907,0.00184,0.16,0.275,156.96,213102,4
Sean Dagher,Santiana,spotify:track:2GVv2ORS2Qrl3bMHSQJ9D6,23490,0.739,0.0529,3,-18.033,1,0.194,0.978,0.0,0.448,0.673,112.705,144107,4
Blank Range,Radio,spotify:track:3tskPerdLobBxRZTSeDNBU,197429,0.411,0.901,11,-7.084,1,0.0451,0.17,3.88e-05,0.0891,0.842,166.949,168640,4
Yohan,All I Want,spotify:track:457XTw3qbL67HzbJz3aqTV,1372004,0.871,0.319,5,-17.414,1,0.395,0.728,0.0,0.0996,0.645,107.031,303236,4
Mac Miller,Right,spotify:track:165cwz4wGlGz0uDBhxdKLY,1083713,0.682,0.281,5,-14.267,1,0.126,0.804,0.359,0.106,0.475,82.954,287871,4
John Michael Montgomery,Sold (The Grundy County Auction Incident),spotify:track:0NLBwQBYJhEM9t3KAMPFVR,162664,0.771,0.848,2,-7.365,1,0.035,0.108,0.0,0.35,0.803,115.642,152187,4
Fantastic Negrito,When Everything Went Wrong (from the series Arcane League of Legends),spotify:track:6YCW1g7XwaDZX7sUSM8LWq,2335149,0.686,0.906,4,-6.159,1,0.0881,0.28,0.000178,0.184,0.466,113.016,193095,4
Gustavo Santaolalla,"Valley of Last Resort - From ""Freak Power""",spotify:track:5RiIMYS7PSaqQz6aNmvBJP,901760,0.577,0.596,2,-8.255,0,0.0241,0.219,0.000743,0.21,0.239,106.995,445618,4
SZA,I Hate U,spotify:track:5dXWFMwD7I7zXsInONVl0H,174000,0.535,0.388,7,-9.805,0,0.155,0.507,0.0,0.11,0.412,106.703,174000,5
Audioslave,Doesn't Remind Me,spotify:track:0o995gJCGebaza0LWybToU,286261,0.457,0.768,9,-3.592,1,0.0378,0.169,0.0,0.103,0.232,99.739,255000,4
Project Destati,Waltz of the Damned,spotify:track:7eLA3n5a3Uqa6y9wR3G6zx,210442,0.193,0.327,0,-10.016,0,0.0356,0.792,0.674,0.148,0.343,201.777,210442,3
"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),spotify:track:5B0kgjHULYJhAQkK5XsMoC,1532,0.493,0.653,0,-5.666,0,0.0466,0.269,0.0,0.511,0.852,142.347,121573,4
Lynyrd Skynyrd,That Smell - Live,spotify:track:3Art0BP4PE0sEg651o8G1M,578296,0.457,0.916,4,-4.436,1,0.064,0.0222,0.00231,0.954,0.291,117.093,363293,4
Wiz Khalifa,How The Story Goes,spotify:track:5N4YsafxjLhZhJtOoDlBU5,0,0.811,0.668,11,-4.109,0,0.0814,0.0122,0.000397,0.136,0.726,88.001,189290,4
Gov't Mule,Black Horizon - Austn Space Remix,spotify:track:3LBq4O8WugVHzc3eC3Jh5j,220689,0.719,0.532,6,-9.068,1,0.0509,0.017,0.199,0.119,0.475,86.981,220690,4
Evenson,HOW CAN I SLEEP,spotify:track:7GfDyeYSkBWENSzZH0pYOv,267386,0.739,0.803,8,-2.6,1,0.0399,0.0304,0.0041,0.21,0.531,114.0,267387,4
Caroline Rose,Feel The Way I Want,spotify:track:1CmlXPPNDBi7gjx3N2BhGP,200467,0.827,0.528,5,-5.574,1,0.0338,0.0738,0.00015,0.168,0.942,106.976,243940,4
Ashe,Moral of the Story,spotify:track:69HzZ3ti9DLwb0GdWCGYSo,301139,0.569,0.403,10,-8.618,1,0.0439,0.593,4.49e-06,0.102,0.269,119.819,201017,4
Billie Eilish,my future,spotify:track:2ygvZOXrIeVL4xZmAWJT2C,416145,0.444,0.309,8,-10.956,1,0.062,0.795,0.132,0.352,0.0875,104.745,208155,4
Brittany Howard,"You And Your Folks, Me And My Folks - Recorded At East West Studios",spotify:track:1WFPLwZLn2xrioEwiRcJBY,1520478,0.494,0.922,11,-5.653,1,0.12,0.0063,8.26e-05,0.131,0.727,151.897,249086,4
Isa Reyes,Sweet Tooth,spotify:track:55jPhDgexkMIZbTCB7CNIY,150374,0.69,0.787,3,-6.782,1,0.0428,0.329,0.00147,0.127,0.254,89.993,150375,4
Brothers Osborne,It Ain't My Fault,spotify:track:08wJ1B9yu9sPeoRa5fbpr3,427667,0.735,0.831,9,-5.898,1,0.0332,0.00166,0.217,0.291,0.756,123.017,216800,4
Newly Dain,Daktari Wa Mapenzi,spotify:track:0hXlqVDpTdOP7FLSZ104Ae,115381,0.418,0.702,0,-5.463,1,0.11,0.754,0.0,0.19,0.455,98.739,254447,4
STRFKR,Kahlil Gibran,spotify:track:0PldjOTKRt45S9MrLnlwVM,241413,0.676,0.641,9,-7.923,1,0.0296,0.267,0.262,0.119,0.352,84.97,241413,4
Big Head Todd and The Monsters,All The Love You Need,spotify:track:49RmBppHATHjbdCGzqpGxA,211395,0.603,0.691,4,-7.109,1,0.0337,0.38,0.0,0.168,0.68,162.064,268067,4
Bruno Mars,Skate,spotify:track:7jvCeWOSnJs2N3spqobWnO,1022667,0.708,0.598,5,-8.365,1,0.0291,0.037,0.0,0.17,0.698,112.027,203123,4
Unknown Mortal Orchestra,Secret Xtians,spotify:track:4s6z06hnPKjz9pY5p0YaOl,163333,0.752,0.432,11,-9.033,1,0.0344,0.238,0.221,0.0889,0.255,89.37,163333,4
Shakey Graves,If Not For You (Demo),spotify:track:3HUCTp20rxqMnCtdyU7JgU,598284,0.634,0.433,2,-8.018,1,0.0256,0.864,0.00858,0.102,0.268,101.791,191671,4
Dr. Dre,Still D.R.E.,spotify:track:503OTo2dSqe7qk76rgsbep,190797,0.816,0.775,11,-3.323,1,0.234,0.16,0.00031,0.0543,0.527,93.431,270587,4
Tame Impala,One More Year - NTS Version,spotify:track:0qZi3MFywKuNMIzeSgdMM8,1074213,0.647,0.801,1,-8.471,1,0.041,0.000542,0.412,0.286,0.308,113.997,1074213,4
George Frideric Handel,"Messiah, HWV 56, Pt. II: No. 44, Chorus. ""Hallelujah""",spotify:track:6GfU0TJAXx0QNaF9ZLQeJZ,1219200,0.34,0.383,2,-13.687,1,0.0321,0.756,0.386,0.718,0.457,104.751,241600,4
Rainlord.,Call Me,spotify:track:37HRd8gZ7F1l1Awm6debTv,144054,0.597,0.317,4,-14.075,1,0.0338,0.879,3.08e-05,0.369,0.29,76.946,144055,4
Melanie Faye,Clutch - Demo,spotify:track:0Wc5vyunWRWwI0MptoPwGG,62250,0.598,0.407,7,-8.8,1,0.0584,0.98,0.458,0.122,0.879,112.349,62250,5
Calvin Harris,Sweet Nothing (feat. Florence Welch),spotify:track:24LS4lQShWyixJ0ZrJXfJ5,2554123,0.573,0.929,8,-3.942,0,0.109,0.197,0.000112,0.0567,0.582,127.934,212560,4
VIC MENSA,Can I Call U Baby,spotify:track:2mMfkW04nw3sBm4Nvisqqj,308966,0.725,0.78,5,-6.0,0,0.0756,0.553,0.0977,0.148,0.935,78.03,154483,4
Speedy West,Rippling Waters,spotify:track:0Oz6yLda73DNL3U6QwBk8b,3080,0.543,0.207,2,-15.011,1,0.0337,0.929,0.873,0.12,0.319,78.651,166493,4
Summer Walker,No Love (with SZA & Cardi B) - Extended Version,spotify:track:0IMUFRaM2W3wKNM1CSQ4Zm,276214,0.722,0.613,1,-4.996,0,0.116,0.192,0.0,0.192,0.607,133.937,276214,4
Dillistone,Boys Don't Cry,spotify:track:1sZiz3vVY91qQobyaCzuhR,173574,0.43,0.693,7,-3.82,1,0.31,0.395,5.34e-06,0.0769,0.45,71.748,173575,3
Arctic Monkeys,Do I Wanna Know?,spotify:track:5FVd6KXrgO9B3JPmC8OPst,15048,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,272394,4
Sinéad Harnett,Pulling Away (feat. Gallant),spotify:track:2h0lefcnGyGFOZkbffbLwt,672997,0.696,0.59,10,-6.553,1,0.054,0.296,0.0,0.384,0.375,143.966,199603,4
Joe Walsh,Life's Been Good,spotify:track:2wvMC5EyaaYQwBfiwwY2xE,1274308,0.505,0.476,2,-12.897,1,0.0711,0.25,0.00915,0.113,0.542,99.31,536227,4
Big K.R.I.T.,Water (Interlude),spotify:track:5etXbbMjbFk72AMKchG4cn,77329,0.356,0.53,11,-11.018,0,0.0969,0.845,0.00122,0.116,0.108,108.843,77329,3
Lake Street Dive,Hypotheticals - Edit,spotify:track:1x05ZRPr2FprwUP7MjWefh,6173341,0.703,0.691,1,-6.121,1,0.0417,0.00544,0.0914,0.23,0.715,164.101,190648,4
88rising,Split,spotify:track:7AE1oyRpPGoSwDs8b9XBO0,207013,0.691,0.509,8,-8.343,1,0.0352,0.431,0.00682,0.0885,0.473,113.961,207014,3
Hippo Campus,Ashtray - Sachi of Joy Again Remix,spotify:track:79A5OQOrwkSVuIEYLtPhlR,159195,0.555,0.627,6,-14.338,1,0.0852,0.0335,0.000233,0.331,0.494,99.477,159196,3
Flume,Sirens (feat. Caroline Polachek) [Sofia Kourtesis Remix],spotify:track:1KHY07C9hNsaQGvNRa7lK2,275121,0.701,0.868,6,-7.146,0,0.0421,0.00382,0.686,0.0858,0.502,120.005,275121,4
Smokey River Boys,Rolling In My Sweet Baby's Arms,spotify:track:51YEP4saRqonPzluDtO2fx,7100,0.383,0.743,10,-7.175,1,0.0544,0.539,1.23e-05,0.589,0.846,164.629,158507,4
Mike Kota,Every Damn Day,spotify:track:4xXQ3L1DUv5xc8s73r70oD,185714,0.451,0.42,1,-9.326,0,0.139,0.79,0.0,0.213,0.348,81.61,185714,4
Martin Jensen,Nobody,spotify:track:2qfEcCkEo5NscA9GL7ER72,968130,0.673,0.687,6,-5.295,0,0.0623,0.269,0.0,0.181,0.524,96.964,211040,4
Brother Moses,Love Will Set You Free.,spotify:track:1uXRMDrQYWlWXwPbT2b8Es,204495,0.645,0.558,2,-11.899,1,0.0604,0.133,4.43e-05,0.185,0.7,132.843,204495,4
Isaiah Rashad,RIP Young (feat. Project Pat & Juicy J) - Remix,spotify:track:6GUiCjtZGTvgUKKm1w9mwG,180000,0.971,0.662,2,-6.261,1,0.0708,0.0497,0.0,0.0956,0.476,120.073,180000,4
Santiago Novello,Pepas x Danza Kuduro x Salio El Sol,spotify:track:78w2LuRRMTr8dn1VT3V9A6,1651059,0.623,0.819,7,-5.42,1,0.0775,0.0369,0.0,0.0953,0.523,130.007,189788,4
Frank Ocean,Good Guy,spotify:track:2JUqYobT8NvARdPmc4ES2x,69493,0.525,0.131,0,-12.787,1,0.458,0.983,0.00433,0.12,0.811,107.007,66786,5
PawPaw Rod,HIT EM WHERE IT HURTS,spotify:track:7888F1QWPTn4cPbuknNV4T,187149,0.779,0.721,6,-6.371,1,0.214,0.122,0.00252,0.0765,0.822,178.046,165499,4
Alison Wonderland,Fear Of Dying,spotify:track:3lVaRWkDwUkHveuSbilYdE,187800,0.503,0.494,9,-7.546,1,0.0412,0.326,0.000481,0.0954,0.113,70.035,187800,4
The Avett Brothers,High Steppin' - Single Version,spotify:track:5NveECw1R6NvDuhhNMt9gR,160504,0.728,0.795,9,-3.971,1,0.153,0.0262,0.0,0.0753,0.326,85.41,139493,4
Lake Street Dive,We All Love the Same Songs,spotify:track:79cYu7JDRdCNP9IlhwAZOD,12233343,0.62,0.361,0,-10.954,1,0.0367,0.517,1.39e-05,0.0907,0.613,139.949,233000,4
Ginger Root,Karaoke,spotify:track:4Tqwjq5aNQVOxG8Lovi6wS,188091,0.802,0.786,11,-5.134,0,0.0335,0.259,0.00226,0.124,0.851,118.022,237822,4
Kimber's Men,SOUTH AUSTRALIA,spotify:track:7cJUHN31KfyZjdAUnFq5ih,1682985,0.807,0.194,0,-13.702,1,0.0403,0.957,0.0,0.0731,0.917,103.614,135558,5
Foster The People,Pick U Up,spotify:track:2UbuXuTdSC0oR0upCbiLx2,182440,0.812,0.816,2,-4.478,1,0.0448,0.0316,3.63e-05,0.153,0.88,110.965,182440,4
Flatbush Zombies,Crown (feat. Portugal. The Man),spotify:track:0kDHiwkrZutBHfjypFUzc2,185,0.715,0.574,11,-10.243,0,0.098,0.00248,6.68e-05,0.128,0.345,137.579,297369,4
Sean McVerry,Ticket Taker (feat. Abhi the Nomad),spotify:track:0bjk1vn5sMOoZOPqSzwoTC,184500,0.717,0.615,5,-9.696,1,0.0418,0.251,0.0373,0.104,0.748,100.009,184500,4
EARTHGANG,LIE TO ME,spotify:track:6Cd4O7wpDas5PQruBM58S4,251141,0.88,0.483,6,-6.419,0,0.248,0.515,0.0,0.159,0.806,125.024,247972,4
Christopher Larkin,Reflection,spotify:track:16obHUJN0KaqVyCaV3GwFX,99138,0.153,0.158,2,-18.861,0,0.0352,0.942,0.965,0.352,0.0373,80.318,99138,4
Creedence Clearwater Revival,"Travelin' Band - At The Royal Albert Hall / London, UK / April 14, 1970",spotify:track:0iPKqDZty6br9VILs9sawb,130502,0.449,0.967,6,-8.507,1,0.109,0.00939,0.0777,0.689,0.884,170.205,130503,4
DACEY,Broccoli's Keeper,spotify:track:7rS7RQOQ3uULUHW2lXFWuy,197502,0.582,0.482,0,-6.445,1,0.26,0.424,0.0,0.414,0.608,85.03,197503,4
markcato,"Konda Village Theme Epic Version (From ""Genshin Impact"")",spotify:track:5DFSHWIyY1IbJA5qwUb55D,165963,0.312,0.124,5,-17.429,1,0.0322,0.966,0.959,0.109,0.0782,63.12,165963,3
The Chainsmokers,The Fall,spotify:track:5FvGI8KtImlEbOsvEW3pfX,392042,0.664,0.939,0,-4.699,0,0.0354,0.011,0.0142,0.167,0.285,121.979,196022,4
Restaurant Jazz,Lost in Time,spotify:track:0ubT5rcTwIRW8h3Uq67mjZ,120047,0.695,0.0799,1,-27.354,1,0.051,0.673,0.926,0.109,0.428,79.957,120047,4
Rollin Rosatti,Don't Stop,spotify:track:3jFCGiXRuf6wKSPrlTYoHE,1255064,0.614,0.665,0,-8.544,1,0.103,0.0654,0.00977,0.274,0.576,137.9,266528,4
Big Thief Pharaoh,You Treat Me Right,spotify:track:2bYC4j2CvHazk9EFpuZcYL,192561,0.795,0.349,6,-14.557,0,0.0828,0.00053,0.785,0.0757,0.538,105.03,192561,4
Motel Radio,Star of the South,spotify:track:5I1NA7Tiw9j2Oi75ue8Xw1,7994060,0.671,0.583,0,-5.09,1,0.0277,0.131,0.0167,0.0842,0.791,121.997,295000,4
Restaurant Jazz,Dessert Delights,spotify:track:1qrR4QXPCNkUfKW4OkUkwz,122528,0.595,0.169,3,-18.253,1,0.051,0.845,0.469,0.107,0.737,144.428,122528,4
Greta Van Fleet,"Lover, Leaver (Taker, Believer)",spotify:track:1AH28vdykcFi8iqPD1TCpg,5946648,0.505,0.892,4,-4.244,0,0.0377,0.00136,0.329,0.117,0.548,91.999,361173,4
Tierra Whack,Dolly,spotify:track:4NO0dOw4DLH7LgKLr16HDb,72930,0.678,0.415,2,-10.912,1,0.041,0.825,0.000336,0.206,0.379,89.981,143936,4
GRiZ,Keep Bouncin',spotify:track:34wRwNCYyGwsYh0jxVQwh6,187143,0.654,0.939,6,-2.787,1,0.0505,0.0607,0.0433,0.549,0.898,96.99,249897,4
Denzel Curry,SPEEDBOAT,spotify:track:2FTOLKjQUswhpdMFq15Raf,721634,0.925,0.628,6,-7.587,1,0.131,0.0604,0.0,0.358,0.81,120.021,222533,4
Fruition,Stuck On You,spotify:track:00EdABCW701xxtfa6Aexon,400016,0.573,0.598,1,-8.436,0,0.056,0.231,0.0,0.113,0.785,80.933,200008,4
Calvin Harris,Live My Best Life (with Snoop Dogg & Latto),spotify:track:7gqlF5gGTO4aSZV2HPkYwm,163481,0.755,0.629,7,-5.665,0,0.0654,0.604,4.93e-06,0.117,0.908,144.003,163481,4
George Gershwin,3 Preludes for Piano Solo: 2. Andante con moto e poco rubato,spotify:track:0SIRzB0ZuR3LTPisCFPsAp,825000,0.26,0.0264,1,-25.359,1,0.0375,0.937,0.116,0.174,0.072,75.231,204920,4
Fantastic Negrito,The Shadows,spotify:track:7JVb78yZiN7CKAzVHrHJYu,1052355,0.646,0.675,9,-5.972,0,0.0324,0.239,0.0,0.112,0.453,93.554,214626,3
Calvin Harris,"New To You (with Normani, Tinashe & Offset)",spotify:track:22PTmk4mzAVi92WiQPAcFp,302613,0.728,0.707,5,-5.09,0,0.0436,0.371,0.00107,0.126,0.802,96.023,302952,4
Avenged Sevenfold,Jade Helm - Instrumental,spotify:track:47sjTh1xoLQJgdUyUu70t7,546776,0.387,0.888,9,-9.255,1,0.111,0.00137,0.841,0.264,0.0881,105.015,291282,3
Taylor Swift,betty - Live from the 2020 Academy of Country Music Awards,spotify:track:4GS68CE8nKLIKjjapiSm2I,149220,0.452,0.441,7,-4.956,1,0.0258,0.685,0.0,0.128,0.497,88.668,312139,4
Taylor Swift,Bad Blood,spotify:track:273dCMFseLcVsoSWx59IoE,423866,0.65,0.802,7,-6.114,1,0.181,0.0871,6.54e-06,0.148,0.295,170.146,211933,4
Lucys,Si Veo a Tu Mamá,spotify:track:5RjUxO6HvsxN0PYBtkO19E,1769672,0.579,0.199,2,-15.342,1,0.0329,0.904,1.42e-05,0.111,0.197,130.066,179651,4
Future,WAIT FOR U (feat. Drake & Tems),spotify:track:59nOXPmaKlBfGMDeOVGrIK,189893,0.463,0.642,1,-4.474,1,0.34,0.314,0.0,0.0686,0.339,83.389,189893,4
Rainbow Kitten Surprise,It's Called: Freefall,spotify:track:474uVhyGgK5MtY9gMcDgGl,612097,0.744,0.516,2,-6.365,1,0.0513,0.632,0.0,0.605,0.281,97.944,152293,4
The Home Team,Another Night Alone With You (feat. Yvette Young),spotify:track:0VMnfWRohYHeutHwglZvFK,455126,0.567,0.768,0,-5.072,1,0.0367,0.199,1.1e-06,0.17,0.395,99.89,227564,4
Big Wild,Venice Venture,spotify:track:4IBwgoDpNG2p7EouVtFw0E,220865,0.744,0.756,9,-7.72,1,0.13,0.0954,0.698,0.893,0.364,160.981,220865,4
Jamila Woods,LSD (feat. Chance The Rapper),spotify:track:26Nyr14yP0L4h3T0AguEp0,209920,0.828,0.671,0,-8.275,1,0.191,0.643,0.0,0.169,0.596,129.981,208329,4
Dante Elephante,Call Me (On the Phone),spotify:track:1Bd7B16GyQZRXpJeM2OFhb,245146,0.677,0.481,1,-10.134,1,0.0413,0.00408,0.00022,0.0658,0.495,112.574,245146,4
Maggie Rogers,Begging for Rain,spotify:track:7GZsRf95nGjdm5APIdS2iM,507226,0.485,0.492,6,-6.169,1,0.0343,0.673,6.26e-05,0.137,0.155,123.923,253613,4
Brittany Howard,Georgia,spotify:track:6BYRHke6jlb81Z6qCTRZ8y,1589596,0.368,0.547,10,-7.436,1,0.089,0.509,0.0984,0.116,0.243,91.582,198057,3
Mood FM,Inch by Inch,spotify:track:2humF10gRL1ulPsQD1BUyM,182613,0.766,0.455,5,-7.612,1,0.083,0.444,0.0001,0.0758,0.596,130.323,182613,4
Nick Grant,All of You (feat. B. Hess),spotify:track:2YWXL5afy5SsoHB0JDFEVI,889586,0.601,0.678,4,-6.502,0,0.38,0.303,0.0,0.229,0.28,77.401,216126,4
Ghost Light,Keep Your Hands to Yourself,spotify:track:32fEIMGIvlJhlw8HMiCdjh,259826,0.544,0.937,9,-7.249,0,0.0403,0.136,0.00118,0.303,0.911,98.707,259827,4
Rich Brian,Getcho Mans,spotify:track:10b0n4KwuRyNteJ9WNjrdj,211306,0.641,0.638,1,-9.975,1,0.214,0.0224,1.26e-05,0.22,0.313,174.929,211307,4
Diplo,Let You Go - Sebastian Ingrosso & Desembra Remix,spotify:track:0nMwQVS9TDSMdg9cI0HCzA,246380,0.791,0.885,7,-4.616,0,0.0948,0.0446,0.0129,0.0626,0.333,128.031,233462,4
Palace,Live Well,spotify:track:2H30WL3exSctlDC9GyRbD4,1243751,0.496,0.644,2,-5.385,1,0.0269,0.264,0.0,0.0695,0.435,96.017,249840,3
Florence + The Machine,You've Got The Love,spotify:track:6u9RqxALwkjJ1ukB1y8vuP,428491,0.574,0.704,6,-4.72,1,0.0319,0.00455,0.0,0.107,0.368,109.999,168667,4
Pigeons Playing Ping Pong,Poseidon,spotify:track:1O784Bo9Qf5wDDOaMmNYiV,1655773,0.463,0.819,4,-7.167,1,0.0499,0.017,0.00056,0.115,0.551,113.992,322505,4
Cobra Man,Heatwave,spotify:track:4UwjjWMRFYjUS0o0ybwlSF,228540,0.552,0.726,0,-6.896,0,0.0324,0.00495,3.52e-05,0.439,0.633,80.488,228540,4
Qari,Retrospective,spotify:track:2KG9jQBb1UJCqq7lQ8clsV,375850,0.502,0.591,7,-10.441,1,0.351,0.813,0.0,0.107,0.611,134.588,181832,4
Kanye West,Up From The Ashes,spotify:track:6MTtOV150uwitRZz4anI2h,162364,0.407,0.261,2,-10.829,0,0.0348,0.801,0.0,0.204,0.339,143.214,162365,4
Zacari,Redemption (with Babes Wodumo),spotify:track:76iVOVsliCHlWqKuDnCfhE,895046,0.778,0.765,11,-7.175,0,0.128,0.139,0.0274,0.123,0.642,125.062,222093,4
Fantastic Negrito,Plastic Hamburgers,spotify:track:3lWwsRSWeSTXUBTJeuRPPg,217451,0.634,0.779,9,-6.607,1,0.0361,0.0255,0.00103,0.342,0.562,82.003,217451,4
Cool Company,Aqua Girl - Jules Grant Remix,spotify:track:2ZDaTRSKYqzl561mnMF4k5,196360,0.818,0.641,8,-5.688,1,0.0693,0.0245,0.00252,0.203,0.628,111.985,196360,4
Healy,Nikes On,spotify:track:5b31aX22XfycZp4LcpaG8p,56653,0.825,0.313,9,-9.564,1,0.218,0.635,0.000166,0.107,0.242,83.014,162289,4
Caribbean Pirates Steel Band,Girl I Want to Make You Sweat,spotify:track:0qR0IWjFz1lPr90NbPxNYw,179306,0.7,0.258,0,-18.098,1,0.0353,0.127,0.887,0.11,0.71,87.003,179307,4
Upstate,Weekend,spotify:track:0eFGJzu7AOq85jhEZknU2b,1211835,0.419,0.621,0,-6.757,0,0.166,0.283,0.0,0.344,0.548,94.34,167182,4
Britney Spears,...Baby One More Time,spotify:track:3MjUtNVVq3C8Fn0MP3zhXa,157525,0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,211067,4
Stereolab,Cybele’s Reverie [Live at the Hollywood Bowl],spotify:track:46xbopzlBaXvAPCtkUGena,347579,0.259,0.873,2,-5.698,0,0.0629,0.00527,0.0739,0.941,0.428,134.924,347580,4
Frank Ocean,Close To You,spotify:track:1VZLEW5ZfcAbKZ94XQiSZF,85870,0.855,0.663,5,-8.401,0,0.2,0.194,0.0013,0.146,0.815,77.978,85754,4
Alekesam,Only Ones There,spotify:track:06H5gSMlndGE0RaPewibwL,209137,0.564,0.75,3,-7.099,1,0.355,0.493,0.0039,0.0925,0.426,182.146,209138,4
The Foc'sle Singers,The Black Ball Line,spotify:track:3JlX0M6jhsjS5XJuwY5UdR,116,0.72,0.176,2,-12.098,1,0.126,0.877,0.0,0.0996,0.757,111.432,63973,4
Clans,Mellow,spotify:track:3mqV2RpD1keVGh9pToXKc0,194094,0.62,0.373,0,-14.04,0,0.0449,0.874,0.315,0.125,0.0823,87.024,194095,4
Duckwrth,Crush,spotify:track:3aUviSdBVbsdmH406j5GZC,2667858,0.873,0.479,5,-6.683,1,0.222,0.656,8.13e-06,0.19,0.945,108.014,135013,4
Ruel,LET THE GRASS GROW,spotify:track:2BN5ZMErVAhbEroB99b3no,175534,0.598,0.426,5,-7.659,1,0.0354,0.553,0.0,0.318,0.292,119.922,175534,4
Surfaces,What's Been On Your Mind?,spotify:track:3lpshfvmjrxGm9xr3x47F2,517470,0.736,0.667,1,-4.716,1,0.0303,0.0158,0.0,0.131,0.774,116.973,172490,4
ODIE,North Face,spotify:track:63bAGRSSX2V1hhPSP2NpBC,30860,0.802,0.382,10,-7.356,1,0.0312,0.792,0.163,0.0783,0.581,99.969,196800,4
Rejjie Snow,Egyptian Luvr,spotify:track:78DC9wd9Qrikw4jWllFAvM,2926449,0.834,0.591,10,-7.543,0,0.305,0.0553,0.0,0.074,0.9,104.944,256613,4
ScHoolboy Q,iBETiGOTSUMWEED,spotify:track:3FsR3a2GxUmEwnpCy8kQfj,307417,0.703,0.616,1,-7.598,1,0.175,0.524,0.0,0.348,0.485,68.546,295642,4
The Home Team,Waiting Game,spotify:track:65qQj81oWvX4A93rJFPGm5,175030,0.484,0.975,10,-3.091,0,0.0659,3.25e-05,0.0,0.068,0.691,165.025,175030,4
MisterWives,SUPERBLOOM,spotify:track:2HvtedoEeymVWrBPyAMNwZ,75250,0.558,0.889,8,-3.945,1,0.102,0.191,0.000387,0.328,0.716,170.102,213547,4
MOZIAH,Madisonsquarepark,spotify:track:0bU4sEu0zWwlVpjBqoBjZN,356764,0.383,0.595,0,-6.274,1,0.0508,0.271,0.00255,0.484,0.494,179.992,173342,4
Alan Fitzpatrick,Brian's Proper Dun One,spotify:track:5aY4azK1OWHKP4z2v8WQkU,858642,0.761,0.965,1,-7.994,1,0.0686,0.00409,0.875,0.11,0.0439,125.998,429321,4
Masego,Navajo,spotify:track:6zWU7YALeEDMcPGhKKZJhV,194157,0.567,0.593,6,-7.404,0,0.288,0.117,1.32e-06,0.248,0.358,88.545,194157,4
Brad stank,Breathing Like a Baby,spotify:track:2AK2vNgTPpJseL5FJvz5Mw,190568,0.657,0.471,0,-9.75,0,0.202,0.224,0.000414,0.121,0.766,176.144,190568,4
Kendrick Lamar,Savior,spotify:track:3drdWsJKiVCSQ2gKhd9BDT,897864,0.605,0.692,8,-7.45,1,0.446,0.495,0.0,0.303,0.685,124.84,224466,5
Griffin Swank,Madness,spotify:track:4psAEvNifmvWH7VlEf1SZ9,236786,0.791,0.37,1,-9.969,1,0.037,0.498,0.000861,0.0805,0.9,96.002,236787,4
Xavier Omär,Bon Iverre,spotify:track:0eRU5d6kdUKBDc3oGikBqH,194586,0.61,0.413,1,-10.902,0,0.13,0.779,3.02e-06,0.668,0.369,120.439,194587,4
Hans Zimmer,Leaving Caladan,spotify:track:5glKprpzpGW5Pf4wB9gNPq,230240,0.33,0.481,7,-11.645,0,0.0352,0.00126,0.789,0.106,0.036,120.456,115120,3
Jimi Hendrix,All Along the Watchtower,spotify:track:2aoo2jlRnM3A0NyLQqMN2f,729361,0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,240800,4
Bahamas,Trick To Happy,spotify:track:4lrkAUjZqFCofSF4QplDYd,1207,0.755,0.289,2,-9.658,1,0.0614,0.535,0.000529,0.109,0.646,177.98,204453,4
Big Wild,Maker,spotify:track:4DP7DimT3KRKbsvjfIrcoX,502856,0.638,0.75,4,-6.831,1,0.0295,0.117,0.501,0.0904,0.161,104.988,251429,4
Kendrick Lamar,Silent Hill,spotify:track:3lzUeaCbcCDB5IXYfqWRlF,883116,0.907,0.577,1,-6.737,0,0.0767,0.438,3.19e-05,0.137,0.801,140.07,220779,4
