,artist,track,uri,time,ms_played
228,Lake Street Dive,You Go Down Smooth,spotify:track:65EVlEBJkMJCskhQwUUGew,2021-11-12 22:11,209400
229,Lake Street Dive,Henriette (Live),spotify:track:3IuRlVr2qVA9aHSNUsxgsE,2021-11-12 22:53,136580
230,Lake Street Dive,You Go Down Smooth,spotify:track:65EVlEBJkMJCskhQwUUGew,2021-11-12 22:57,2902
231,Lake Street Dive,We All Love the Same Songs,spotify:track:79cYu7JDRdCNP9IlhwAZOD,2021-11-12 22:57,233000
232,Lake Street Dive,Jameson,spotify:track:7dA7ZKo3Bo3XktF3bVdN5u,2021-11-12 23:01,275473
233,Lake Street Dive,Got Me Fooled,spotify:track:0RGO9Mx6WoCnySjXwEUyIN,2021-11-12 23:06,212653
234,Lake Street Dive,Henriette (Live),spotify:track:3IuRlVr2qVA9aHSNUsxgsE,2021-11-12 23:06,11002
235,Lake Street Dive,Baby Don't Leave Me Alone With My Thoughts,spotify:track:6pro0cjgB0tU0V1tifYA2i,2021-11-12 23:09,213933
236,Lake Street Dive,Being a Woman,spotify:track:3LQASjzUVNkquf6sCxax7i,2021-11-12 23:11,86659
237,Lake Street Dive,Being a Woman,spotify:track:3LQASjzUVNkquf6sCxax7i,2021-11-12 23:27,7709
238,Nikki Lane,Jackpot,spotify:track:3ENGcoJQW8ktzyW7Mn4dE4,2021-11-12 23:28,45511
239,Lake Street Dive,We All Love the Same Songs,spotify:track:79cYu7JDRdCNP9IlhwAZOD,2021-11-12 23:35,461786
240,Maxo Kream,Grannies,spotify:track:5V2GromMR2R0mmWDfQ98Z7,2021-11-12 23:35,2763
241,Zedd,Funny,spotify:track:4FYbo4yQzu3hGkj2Ix4ucW,2021-11-12 23:35,2321
242,Daniel Caesar,Cyanide,spotify:track:3uouaAVXpQR3X8RYkJyitQ,2021-11-12 23:45,182545
243,COIN,Make It Stop,spotify:track:6VVyywY4FDq84pUsAEqrRf,2021-11-12 23:48,2043
244,The Hanging Stars,Honeywater,spotify:track:4taTjR4jVG91tc0oHqQfjC,2021-11-12 23:48,2658
245,Joji,NO FUN,spotify:track:4sbtM9ORGwmxGkXfctXbJq,2021-11-12 23:48,168417
246,Aminé,Sundays,spotify:track:2TLlFL6dpycifLqKtTE7UZ,2021-11-12 23:52,3802
247,Johnny Stimson,Vacation,spotify:track:0aGQLbrgKiIemRteq7vibm,2021-11-12 23:52,1184
248,Elton Aura,Midas Touch,spotify:track:26Bf87oH77fvckV1C6zaGv,2021-11-12 23:52,1207
249,The Beatles,Don't Let Me Down - Remastered 2009,spotify:track:3evG0BIqEFMMP7lVJh1cSf,2021-11-12 23:52,1625
250,Paul Russell,Personal Brand,spotify:track:1TctuQwJisQpINyUT4vKI4,2021-11-12 23:52,1021
251,Quinn XCII,Always Been You,spotify:track:7cWyFwAaxdK2HSRuiRkMjy,2021-11-12 23:52,9961
252,Bruno Mars,Skate,spotify:track:7jvCeWOSnJs2N3spqobWnO,2021-11-12 23:55,203122
253,Rainbow Kitten Surprise,When It Lands,spotify:track:16ro1is6DmDKkarlJMBbzV,2021-11-12 23:56,2368
254,The Avalanches,"Take Care In Your Dreaming (feat. Denzel Curry, Tricky & Sampa The Great)",spotify:track:5EPQuwZQUdAowm7rXMU4VO,2021-11-12 23:56,4876
255,DJ Khaled,Shining (feat. Beyoncé & Jay-Z),spotify:track:7Fa5UNizycSms5jP3SQD3F,2021-11-12 23:56,1021
256,"Hank Williams, Jr.",Are You Ready For The Country,spotify:track:0CtBgaVShHGgZoh57JAglY,2021-11-12 23:56,975
257,Three Dog Night,One - Single Version,spotify:track:4ME2YQNThxEW63fxojzHvN,2021-11-12 23:56,8382
258,Pony Bradshaw,Van Gogh,spotify:track:6mlqBATFPrEcg3EC9GYcm8,2021-11-12 23:56,2345
259,Roy Woods,How I Feel,spotify:track:07Qonra5xGHyjndj0gtOHy,2021-11-12 23:56,4342
260,Manfred Mann's Earth Band,Blinded By The Light,spotify:track:7kNNylJ1kswWbHeRM6UDuE,2021-11-12 23:56,975
261,Johnny Paycheck,She's All I Got,spotify:track:0Beb3aFUCO4I1pXXexHq7l,2021-11-12 23:56,2693
262,GoldLink,Days Like This (feat. Khalid),spotify:track:2qU9ro2FCa4WjFqTg1JFJP,2021-11-12 23:56,1300
263,Calvin Harris,Ready For The Weekend,spotify:track:0eSnoK1snhb1MN8yo7Re3m,2021-11-12 23:56,1137
264,Khalid,This Way - From SUPERFLY - Original Soundtrack,spotify:track:6fbYL76UWbHdYq4B91TPQi,2021-11-12 23:56,1578
265,6LACK,Sorry,spotify:track:2xRyZfWe9bnRfH1ZfhYO98,2021-11-12 23:56,998
266,Uncle Lucius,Keep The Wolves Away,spotify:track:1u7J5sEfgOVRt5bkfU2oGV,2021-11-12 23:56,3529
267,Slyte,Late Pass (feat. Dominic Fike),spotify:track:5KrhLD0kGwxAExfPBaJXKb,2021-11-12 23:56,7888
268,Post Malone,Goodbyes (feat. Young Thug),spotify:track:0t3ZvGKlmYmVsDzBJAXK8C,2021-11-12 23:56,3134
269,Alabama Shakes,You Ain't Alone,spotify:track:6ztmULOCCXDLtuixz29GYz,2021-11-12 23:56,3854
270,More Fatter,Silly Goose,spotify:track:61O3EtR8IT4tmornSBGZgU,2021-11-12 23:56,998
271,Brothers Osborne,21 Summer,spotify:track:483beWfErq5MZAvC0fJ7cr,2021-11-12 23:56,1068
272,Rich Robinson,Shipwreck,spotify:track:1HEE7tvSNeaZQZ9UU2WZkQ,2021-11-12 23:56,1741
273,Mungo Jerry,In the Summertime,spotify:track:3RNyGLgSvmVRZ7xKUp8Wgd,2021-11-12 23:56,905
274,Twenty One Pilots,Stressed Out,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,2021-11-12 23:57,2786
275,The Meters,Down by the River,spotify:track:4VaU9yNVat5X3C4igPvCkQ,2021-11-13 00:00,35839
276,James McMurtry,Choctaw Bingo,spotify:track:2sKMKKLObm8wq7YTeB6Yxd,2021-11-13 00:00,1114
277,Wet Willie,Keep On Smilin',spotify:track:6sHrxsewgTMPs2Di4x636C,2021-11-13 00:00,1369
278,Litany,Bedroom,spotify:track:2x1Up4aNJ9mpmiPFJ83MX3,2021-11-13 00:00,186781
279,Bruno Major,Nothing,spotify:track:1lORkxEMmsCZqhoxcmk3A3,2021-11-13 00:03,1787
280,Bryson Tiller,Right My Wrongs,spotify:track:5rgrBsAFYMun6yhtnLKRPz,2021-11-13 00:03,1602
281,ScHoolboy Q,Tookie Knows II,spotify:track:3mViCAKDSnEoGijjbmcQYA,2021-11-13 00:03,21732
282,Kevin Gates,2 Phones,spotify:track:0wdKiSBUT7aZkXUIdJWcwC,2021-11-13 00:03,2252
283,Freddy & Francine,Half a Mind,spotify:track:07P3aonSn2aXlyvcPw5sql,2021-11-13 00:03,2484
284,Tyminski,Breathing Fire,spotify:track:5pdf4s4xFFZcnIYNtgbMXk,2021-11-13 00:03,1369
285,Duckwrth,Crush,spotify:track:3aUviSdBVbsdmH406j5GZC,2021-11-13 00:03,135013
286,Frank Ocean,Cayendo (Side A - Acoustic),spotify:track:72794Eag03xdy7TO0KNuid,2021-11-13 00:06,202200
287,Zara Larsson,Don't Worry Bout Me,spotify:track:507tQXutCPYNFkpOq8tmKF,2021-11-13 00:10,208811
288,Frank Ocean,Pink Matter,spotify:track:1fOkmYW3ZFkkjIdOZSf596,2021-11-13 00:11,1091
289,Phony Ppl,Fkn Around (feat. Megan Thee Stallion),spotify:track:1RRlUJMxjp2FmkTExBT2T7,2021-11-13 00:11,1114
290,Hey Steve,Miss Prince,spotify:track:4vIcKCVTVXwTV7r6Ji0LfP,2021-11-13 00:11,882
291,Jonah Tolchin,Every Dream Can Become a Nightmare,spotify:track:6LEuwDXR0sxSO0a2OlzB49,2021-11-13 00:11,80135
292,Mac Miller,Hand Me Downs,spotify:track:2Yv2mHzr5AQavVdwQjEokV,2021-11-13 00:11,1741
293,Pink Floyd,Money,spotify:track:0vFOzaXqZHahrZp6enQwQb,2021-11-13 00:11,1091
294,Foo Fighters,The Pretender,spotify:track:7x8dCjCr0x6x2lXKujYD34,2021-11-13 00:11,1160
295,benny blanco,I Found You (with Calvin Harris),spotify:track:1kQhi22kyluRCnIPAXtxEZ,2021-11-13 00:11,1044
296,Drake,Jumpman,spotify:track:27GmP9AWRs744SzKcpJsTZ,2021-11-13 00:11,905
297,Florence + The Machine,Dog Days Are Over,spotify:track:1YLJVmuzeM2YSUkCCaTNUB,2021-11-13 00:11,1695
298,Chris Rodrigues,Angels in Heaven,spotify:track:65WsENH9QMCXw5rjAblgHS,2021-11-13 00:11,1323
299,Alina Baraz,Fantasy,spotify:track:11OoUqXLghsFEEh47JeALh,2021-11-13 00:11,743
300,Panic! At The Disco,"Hey Look Ma, I Made It",spotify:track:22oEJW6r2rMb9z4IntfyEa,2021-11-13 00:12,1184
301,Busty and the Bass,"Summer - From St. James United Church, Montreal, Quebec",spotify:track:2tuLQjlenuGrgDDhRfunqO,2021-11-13 00:12,2159
302,Mac Miller,That's On Me,spotify:track:0udOCZp7yk0Ml92C0k8H8D,2021-11-13 00:12,1369
303,Gary Clark Jr.,The Healing - Live,spotify:track:7ps563YUuN1flAFngUcvJg,2021-11-13 00:12,1091
304,Tom Petty,"Gainesville - Outtake, 1998",spotify:track:3zrFI5zwOOrW2QURRPJeh8,2021-11-13 00:12,1602
305,Jeremy Zucker,you were good to me - shallou remix,spotify:track:4yQluMXsIRql36ErBHux2f,2021-11-13 00:12,1253
306,Alesso,THE END,spotify:track:4w7vZjpsnpKizj7NE0Nuld,2021-11-13 00:13,835
307,Alabama Shakes,Killer Diller Blues - Music from The American Epic Sessions,spotify:track:3dVQcur9BPd2yrDEx6wMRH,2021-11-13 00:13,255
308,Frank Ocean,Skyline To,spotify:track:4xR3MAscflQ262kMeiKshQ,2021-11-13 00:13,835
309,Anderson .Paak,Tints (feat. Kendrick Lamar),spotify:track:7c3SbTuufigBWURcICnAWy,2021-11-13 00:13,1811
310,Remi Wolf,Liz,spotify:track:5wJ9sSG7NItwu34jMnyxqa,2021-11-13 00:13,86610
311,SZA,Drew Barrymore,spotify:track:06u5LrUpbosQlQ1QJFhPpG,2021-11-13 00:13,1509
312,Isaac Lewis,80 Degrees,spotify:track:1mSRzlMxxZ1CSRMUIx8wyo,2021-11-13 00:14,928
313,Maggie Rogers,Say It,spotify:track:6PyZGb1rB7oLKCICWTmGYa,2021-11-13 00:14,882
314,Paul McCartney,Slidin' - EOB Remix,spotify:track:2M1QgxbjuF9GUDohSvdkN6,2021-11-13 00:14,1323
315,Remi Wolf,Hello Hello Hello,spotify:track:1xNknVNOolLB4oQeEtNBX2,2021-11-13 00:14,55309
316,Ruel,Free Time,spotify:track:0fNLObXT9pvc3VED0oAevd,2021-11-13 00:14,1068
317,Kyle Bent,Understand,spotify:track:0ZVy9YYgIsuBheQN8VmXji,2021-11-13 00:14,812
318,Alison Wonderland,Anything,spotify:track:48fPdAwGVoSkGK8GSez9yx,2021-11-13 00:14,1230
319,Paul McCartney,Slidin' - EOB Remix,spotify:track:2M1QgxbjuF9GUDohSvdkN6,2021-11-13 00:16,131587
320,Paul Thorn,Love Train,spotify:track:7N3aKvkWUWKQ7gssudqRG5,2021-11-13 00:16,1114
321,88rising,Gold Coast,spotify:track:2f40gs0QFsXr6u656dI1xn,2021-11-13 00:16,1184
322,Ruel,Free Time,spotify:track:0fNLObXT9pvc3VED0oAevd,2021-11-13 00:16,1695
323,Major Lazer,Soca Storm - Noise Cans Remix,spotify:track:5Lvab6q8JiHjM4D5ocP4nv,2021-11-13 00:16,975
324,Chris Stapleton,Tryin' To Untangle My Mind,spotify:track:0b5eGJurmVg0niGBgYkoAG,2021-11-13 00:17,1184
325,Major Lazer,Soca Storm - Noise Cans Remix,spotify:track:5Lvab6q8JiHjM4D5ocP4nv,2021-11-13 01:20,147679
326,Remi Wolf,Woo!,spotify:track:2q3VZjLVCWbJq0rICML7va,2021-11-13 01:23,196562
327,Patrick Sweany,One Thing (2020),spotify:track:5AU6psoPKvjkfgISTSrbCS,2021-11-13 01:27,246053
328,Jackie Greene,Modern Lives,spotify:track:3fvxaJ1K1MJAo8ZoVTkneO,2021-11-13 01:33,21084
329,Major Lazer,Lay Your Head On Me (feat. Marcus Mumford) - Joel Corry Remix,spotify:track:5EVVLOzIC6jV7k5xusc7SS,2021-11-13 01:36,167529
330,waki,Rockets,spotify:track:1hfxLTFV0ljllNG2fObsuL,2021-11-13 02:25,380
331,Mei,Good Energy,spotify:track:0ADtsRSwu7rq92M5uZjESQ,2021-11-13 02:28,198845
332,Ozzy Osbourne,Ordinary Man (feat. Elton John),spotify:track:6eEYGGFfFbtKHCgJM4uh9v,2021-11-13 02:38,301730
333,Disclosure,Hotline Bling - Live From Maida Vale,spotify:track:2IH6QhvxDESFBEAZifhc6s,2021-11-13 02:42,225642
334,Rejjie Snow,ACID TRIP,spotify:track:7Es2OBtD2DPHfz6gqSWH8Z,2021-11-13 02:45,188293
335,Tame Impala,Elephant,spotify:track:6qZjm61s6u8Ead9sWxCDro,2021-11-13 02:48,211226
336,EARTHGANG,Top Down,spotify:track:6o2YQhGPwCdYBPpisPFInv,2021-11-13 02:52,196493
337,Red Shahan,Men & Coyotes,spotify:track:1AZ8T5MG2z8ozwdGAuem0A,2021-11-13 02:57,320946
338,Avenged Sevenfold,Girl I Know,spotify:track:7CAdycFxxvZqfSKNsdcVQB,2021-11-13 03:01,264034
339,Maggie Rogers,Say It,spotify:track:6PyZGb1rB7oLKCICWTmGYa,2021-11-13 03:05,220960
340,Lil Durk,Stay Down - Apple Music Live,spotify:track:49hdeJtcG2zgK4Nd83JcJN,2021-11-13 03:08,169330
341,REI AMI,do it right (feat. Aminé),spotify:track:6T3l1Ov2VpZdmqN7PLcMxP,2021-11-13 03:11,169760
342,Ronnie Earl,Ain't That Loving You,spotify:track:7mzJVK5FXBA9vbcgJKfot8,2021-11-13 03:16,338026
343,Isaac Lewis,80 Degrees,spotify:track:1mSRzlMxxZ1CSRMUIx8wyo,2021-11-13 03:20,205764
344,Kendrick Lamar,LOVE. FEAT. ZACARI.,spotify:track:6PGoSes0D9eUDeeAafB2As,2021-11-13 03:23,213400
345,Martin Jensen,Nobody,spotify:track:2qfEcCkEo5NscA9GL7ER72,2021-11-13 03:27,211040
346,Rex Orange County,New House,spotify:track:0O6zO72N38DFXx6R7fKsqx,2021-11-13 03:30,199052
347,SZA,Drew Barrymore,spotify:track:06u5LrUpbosQlQ1QJFhPpG,2021-11-13 03:34,236444
348,Emily Krueger,5 For Ya,spotify:track:13DGgkiZIL0U53CMUccotk,2021-11-13 03:37,185746
349,Lauv,Feelings,spotify:track:0s26En1JoJhVj32vizElpA,2021-11-13 03:41,189906
350,Bryson Tiller,Exchange,spotify:track:43PuMrRfbyyuz4QpZ3oAwN,2021-11-13 03:44,194613
351,Denzel Curry,SPEEDBOAT,spotify:track:2FTOLKjQUswhpdMFq15Raf,2021-11-13 03:50,222533
352,SHENZI,Audrey,spotify:track:58MsesIeT9LV6pbpQfCNtn,2021-11-13 03:52,119110
353,Kenny Rogers,The Gambler,spotify:track:5KqldkCunQ2rWxruMEtGh0,2021-11-13 03:52,132482
354,Jhené Aiko,Happiness Over Everything (H.O.E.) (feat. Future & Miguel),spotify:track:2yUy5eFAFWAichjrySJWA2,2021-11-13 03:53,1066
355,AQVOL,Dirty,spotify:track:6uV503qeIXXoBTuCt68AN5,2021-11-13 03:53,140
356,Migos,Danger (with Migos & Marshmello),spotify:track:0nhVrTiCGiGRCoZOJiWzm1,2021-11-13 03:53,560
357,Bear McCreary,The Wrecks,spotify:track:212DRWRoAc9cqc74BWTxWF,2021-11-13 03:53,610
358,Bear McCreary,The Wrecks,spotify:track:212DRWRoAc9cqc74BWTxWF,2021-11-13 03:57,234586
359,AQVOL,Dirty,spotify:track:6uV503qeIXXoBTuCt68AN5,2021-11-13 04:00,195253
360,Drake,Talk Up (feat. Jay-Z),spotify:track:4ksuI04WMvUnJbHQjgs3L5,2021-11-13 04:04,223240
361,New Politics,Harlem,spotify:track:573latfTMO7SpGtStVrQx5,2021-11-13 04:06,163626
362,Creedence Clearwater Revival,Born On The Bayou,spotify:track:587bVBCHYW5Q2VNRLig4AS,2021-11-13 04:12,314666
363,Post Malone,Take What You Want (feat. Ozzy Osbourne & Travis Scott),spotify:track:7CZyCXKG6d5ALeq41sLzbw,2021-11-13 04:15,229573
364,Mac Miller,Self Care,spotify:track:5bJ1DrEM4hNCafcDd1oxHx,2021-11-13 04:21,345133
365,Gov't Mule,Dreams & Songs,spotify:track:3YfGu79gNfehu2RV6WS6y2,2021-11-13 04:28,397706
366,Daniel Donato,Malady Melody,spotify:track:6aStlhRc6ZbjP9a6nDDfm0,2021-11-13 04:30,126913
367,London Symphony Orchestra,Dragonborn,spotify:track:01qedueVyuzqkJEVgQy92x,2021-11-13 04:34,261553
368,London Symphony Orchestra,From Past to Present,spotify:track:7IoFEGTzSd3tyVn8UheYLL,2021-11-13 04:40,318150
369,London Symphony Orchestra,Kyne's Peace,spotify:track:6KkZE9k2dei7szqTVD3I1X,2021-11-13 04:44,249300
370,London Symphony Orchestra,Unbroken Road,spotify:track:0qmwi7jie2hdV1czlctK9p,2021-11-13 04:50,359615
371,London Symphony Orchestra,Aurora,spotify:track:1mWQ598dW6GsEKorVonbev,2021-11-13 04:57,427391
372,London Symphony Orchestra,Around the Fire,spotify:track:6oOqMGOBNwQ8Nf9q35Babb,2021-11-13 05:00,175883
373,London Symphony Orchestra,Far Horizons,spotify:track:3d5JycJJEgg9c2X2xQYpnf,2021-11-13 05:06,342761
374,London Symphony Orchestra,"Sky Above, Voice Within",spotify:track:4vbUK4XZ8wNv9boWtZ4kzE,2021-11-13 05:10,254044
375,London Symphony Orchestra,One They Fear,spotify:track:4enDybLwPnPtvmHYhNpN3K,2021-11-13 05:13,208999
376,London Symphony Orchestra,The Streets of Whiterun,spotify:track:2OVmvNphvmE13AyqH8b7QB,2021-11-13 05:18,275039
377,London Symphony Orchestra,Death or Sovngarde,spotify:track:3LFSq2lM2AqiKbkcBE8mbs,2021-11-13 05:21,189567
378,Leonard Bernstein,5 Anniversaries: No. 5. For Susanna Kyle,spotify:track:4fuooklXL2pC6IlhphGeyy,2021-11-13 05:23,117573
379,Seattle Symphony Orchestra,"21 Hungarian Dances, WoO 1: Hungarian Dance No. 11 in D Minor",spotify:track:1mfBNwsoJ0y5EQjg3FDjQH,2021-11-13 05:26,198773
380,London Symphony Orchestra,Memory (4th Movement: Itsukushimi no Senritsu no Kanata),spotify:track:4MGDnDRcBEsqi2k7AFxVuJ,2021-11-13 05:30,215800
381,Orchestre Symphonique de Montréal,Rhapsodie Sur Un Thème De Paganini: Variation 18,spotify:track:0maxGc3vqhJDCi84Sa1cYH,2021-11-13 05:33,196000
382,Academy of St. Martin in the Fields,Ask Your Saint Who He's Killed,spotify:track:30OtZ2yLOYcaZghxtwtvAP,2021-11-13 05:34,69933
383,Seattle Symphony Orchestra,"Etudes symphoniques (Symphonic Etudes), Op. 13, Adagio and Allegro brillante: Variation 11 [arr. P.I. Tchaikovsky for orchestra]",spotify:track:4aVQZ6pyDgfxMBVBiJlOtC,2021-11-13 05:36,111093
384,London Symphony Orchestra,"""In The Hall Of The Mountain King"" from Peer Gynt Suite N°1, Op. 46",spotify:track:14Qcrx6Dfjvcj0H8oV8oUW,2021-11-13 05:39,150826
385,Leonard Bernstein,"Mambo (From ""West Side Story"") [With Concert Ending]",spotify:track:5QoTB5QLgDs0uddhnomEAc,2021-11-13 05:41,144706
386,Royal Concertgebouw Orchestra,Dandini dandini dastana,spotify:track:0H8JklPkTj0zPbn3X1yjWD,2021-11-13 05:44,168600
387,Academy of St. Martin in the Fields,Én Czak Azt Csodálom (Lullabye For Katharine),spotify:track:4eunGgdbPiMHCfa63l16DL,2021-11-13 05:45,39833
388,Philharmonia Orchestra,Carnival of the Animals:The Elephant,spotify:track:70Ks3846vcbvvS85tQsFDI,2021-11-13 05:46,57960
389,Hans Zimmer,Dream of Arrakis,spotify:track:5maXVyAZAkkB3Cf0vca9CY,2021-11-13 05:49,188746
390,Hans Zimmer,Herald of the Change,spotify:track:4eYtg015W15Ik5dUGzFXje,2021-11-13 05:54,301013
391,Hans Zimmer,Bene Gesserit,spotify:track:5Jwajocn1leNg7A3310iFB,2021-11-13 05:58,234480
392,Hans Zimmer,Gom Jabbar,spotify:track:1dZud3NHGAeaEkTmE8lZR7,2021-11-13 06:00,120466
393,Hans Zimmer,The One,spotify:track:6taejGjzUinDRvXdjGPdx2,2021-11-13 06:02,150613
394,Hans Zimmer,Leaving Caladan,spotify:track:5glKprpzpGW5Pf4wB9gNPq,2021-11-13 06:04,115120
395,Hans Zimmer,Arrakeen,spotify:track:2yFXeoB6uAMXfdgcdB8dsz,2021-11-13 06:06,136120
396,Hans Zimmer,Ripples in the Sand,spotify:track:1gqCO3x2MO4KbQfN9pGUlH,2021-11-13 06:12,314786
397,Hans Zimmer,Visions of Chani,spotify:track:3rQPjH9jzcQ8vXRfJELpar,2021-11-13 06:16,267306
398,Hans Zimmer,Night on Arrakis,spotify:track:0ggw2MNONhaQ8VAfEq7n2R,2021-11-13 06:21,303240
399,Hans Zimmer,Armada,spotify:track:6Li3SBVnG9rEmMzABKs1EJ,2021-11-13 06:26,309373
400,Hans Zimmer,Burning Palms,spotify:track:15IH9Ey7XJZYpZ0ByLQE5r,2021-11-13 06:30,244146
401,Hans Zimmer,Stranded,spotify:track:6WaMnIomt4iOthNrVaqoIR,2021-11-13 06:31,58933
402,Hans Zimmer,Blood for Blood,spotify:track:6iTA9btMhqr9LUsuZCihej,2021-11-13 06:34,149360
403,Hans Zimmer,The Fall,spotify:track:7xzzryJS6oFawhopX4w7dG,2021-11-13 06:36,152333
404,Hans Zimmer,Holy War,spotify:track:7eVDCIw2l8u3Fy13xJyfaD,2021-11-13 06:41,260533
405,Hans Zimmer,Sanctuary,spotify:track:5rHHYoBRI19vk6DjUtynHh,2021-11-13 06:43,110000
406,Hans Zimmer,Premonition,spotify:track:1XzPMXMPQRPqpPs3s8UBta,2021-11-13 06:46,210066
407,Hans Zimmer,Ornithopter,spotify:track:3uQQJzzCeKvtnjhmc7Q3ff,2021-11-13 06:48,114986
408,Hans Zimmer,Sandstorm,spotify:track:3hDmBdZAPBXVgPuVw6CvEn,2021-11-13 06:51,155146
409,Hans Zimmer,Stillsuits,spotify:track:0vwjnLRPofwvHFIhBIPfrM,2021-11-13 06:56,331000
410,Hans Zimmer,My Road Leads into the Desert,spotify:track:6pZAfbCHf1n85a3MSPuDDY,2021-11-13 06:57,77246
411,Duckwrth,Crush,spotify:track:3aUviSdBVbsdmH406j5GZC,2021-11-13 14:40,3340
412,Greentea Peng,Downers - A COLORS SHOW,spotify:track:7qBnnlFavJKaDal2u40GOa,2021-11-13 14:44,220000
413,PJ Morton,How Deep Is Your Love,spotify:track:0loJyuSFr6vVPBQSmLLrrQ,2021-11-13 14:47,197081
414,Jorja Smith,Be Honest (feat. Burna Boy),spotify:track:5pAbCxt9e3f81lOmjIXwzd,2021-11-13 14:51,207030
415,Chance the Rapper,Hot Shower,spotify:track:00ko9WaS4jOX1kEk3gvHjf,2021-11-13 14:55,225923
416,GoldLink,Herside Story,spotify:track:564oa00vY05d1uYnTEAAmE,2021-11-13 14:58,183760
417,Duckwrth,Kiss U Right Now,spotify:track:4A4EI3YNaHhDiAgpQlCZkk,2021-11-13 15:01,194776
418,Lake Street Dive,Musta Been Something,spotify:track:0Vr6vFlxGoAMs6RPA5vJZY,2021-11-13 15:07,346400
419,Lake Street Dive,We All Love the Same Songs,spotify:track:79cYu7JDRdCNP9IlhwAZOD,2021-11-13 15:11,233000
420,Lake Street Dive,Same Old News,spotify:track:0juDkd1zAXxKwrUdnF1WPb,2021-11-13 15:16,276623
421,Baby Keem,16,spotify:track:1Is8hGpkGMiePASAxBluxM,2021-11-13 15:18,156040
422,Lake Street Dive,You Go Down Smooth,spotify:track:65EVlEBJkMJCskhQwUUGew,2021-11-13 15:22,209400
423,Lake Street Dive,Baby Don't Leave Me Alone With My Thoughts,spotify:track:6pro0cjgB0tU0V1tifYA2i,2021-11-13 15:25,213933
424,Aminé,YiPiYaY,spotify:track:0tlM57cmnhLbHwxU8hGox4,2021-11-13 15:27,105211
425,Allie X,Bitch,spotify:track:2RHACQ60QdCc5rPtM5NciW,2021-11-13 15:30,207301
426,Maggie Rogers,Alaska,spotify:track:4HfLQJtVT1KiX1eVedDyTm,2021-11-13 15:34,188000
427,Lana Del Rey,Diet Mountain Dew,spotify:track:6BFnRhvKCclDQOajt8dBGi,2021-11-13 15:37,222920
428,Lorde,Green Light,spotify:track:6ie2Bw3xLj2JcGowOlcMhb,2021-11-13 15:38,25235
429,Lake Street Dive,Musta Been Something,spotify:track:0Vr6vFlxGoAMs6RPA5vJZY,2021-11-13 17:43,346400
430,Lake Street Dive,We All Love the Same Songs,spotify:track:79cYu7JDRdCNP9IlhwAZOD,2021-11-13 17:47,233000
431,Lake Street Dive,Same Old News,spotify:track:0juDkd1zAXxKwrUdnF1WPb,2021-11-13 17:52,276623
432,Baby Keem,16,spotify:track:1Is8hGpkGMiePASAxBluxM,2021-11-13 17:52,4707
433,Fleetwood Mac,Never Going Back Again - Acoustic Duet,spotify:track:6W9ANRwvNdorYlMIuNIClv,2021-11-13 17:54,139546
434,6LACK,Long Nights,spotify:track:1RDLbX9L2G4zDqxXCaMJo5,2021-11-13 17:54,890
435,Mo Lowda & the Humble,Ready Now,spotify:track:2V42ekgYVyZ63mJA2ab5vo,2021-11-13 17:58,254330
436,Khalid,Shot Down,spotify:track:1Ob94QesoxHSBrypyBbdfd,2021-11-13 17:59,5129
437,Ariel Posen,Better Late Than Never,spotify:track:3i7HOAjqwXjWOSb9QbtTbm,2021-11-13 18:04,303973
438,Kylie Minogue,Real Groove - Studio 2054 Remix,spotify:track:3MySeyJCAKyPkTRvlvq7gm,2021-11-13 18:08,262893
439,Rachael & Vilray,Alone at Last,spotify:track:6A4LBOdd1MH3opfbXou5IQ,2021-11-13 18:11,196200
440,Kendrick Lamar,XXX. FEAT. U2.,spotify:track:4iYRa2btalAzPZoSYfROqF,2021-11-13 18:16,254200
441,Brave Baby,Soothsayer,spotify:track:0JaLSBPzYBUPMwFPKgETeh,2021-11-13 18:19,230630
442,Fat Joe,All The Way Up (Remix),spotify:track:2AYTGaclgKXACh13nJRVcV,2021-11-13 18:20,34381
443,John Coltrane,Giant Steps - 2020 Remaster,spotify:track:1ZXu0ib26kWfQQngREMcU2,2021-11-13 20:47,50
444,John Coltrane,Giant Steps - 2020 Remaster,spotify:track:1ZXu0ib26kWfQQngREMcU2,2021-11-13 20:51,287843
445,Clifford Brown,Daahoud,spotify:track:2sfcdBm7F0ccANkXBfMK5K,2021-11-13 20:55,245400
446,Hank Jones,Arigato,spotify:track:1zrBCW09btQ4ucxccmD4EZ,2021-11-13 20:58,176573
447,Thelonious Monk,Dinah (Take 2),spotify:track:1XS5vGKquDNjxU6gLQcKd2,2021-11-13 21:01,148933
448,Herbie Hancock,Bring Down the Birds - Outtake,spotify:track:3i0meyRRCpIzyMmLdYssGw,2021-11-13 21:03,106306
449,The Cannonball Adderley Quintet,Work Song - Remastered,spotify:track:2J7tTIy7b4F78HuNwNmYVv,2021-11-13 21:08,307626
450,Miles Davis,Stella By Starlight (feat. John Coltrane & Bill Evans),spotify:track:4zxd4tiXPlWMqoJltbVTbE,2021-11-13 21:12,284560
451,Sun Ra,Enlightenment,spotify:track:0q4SJUYOp0Er9fvREdDyDv,2021-11-13 21:18,305439
452,Buddy Rich,Willowcrest,spotify:track:0qn4NzhXrcy4R9RtHv1uQQ,2021-11-13 21:22,265560
